model,filepath,actual,predicted,predicted_index,confidence_percent
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_esca_4.JPG,Other_Images,grape,4,99.99830627441406
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_healthy_1.JPG,Other_Images,grape,4,100.0
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_healthy_2.JPG,Other_Images,grape,4,100.0
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_healthy_3.JPG,Other_Images,grape,4,99.70984649658203
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_healthy_4.JPG,Other_Images,grape,4,99.97560119628906
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_leafblight_1.JPG,Other_Images,grape,4,100.0
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_leafblight_2.JPG,Other_Images,grape,4,99.99993896484375
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_leafblight_3.JPG,Other_Images,grape,4,99.95169830322266
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/grapes_leafblight_4.JPG,Other_Images,grape,4,99.99993133544922
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_bacterial_1.JPG,Other_Images,peach,5,99.99285888671875
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_bacterial_2.JPG,Other_Images,peach,5,99.95413208007812
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_bacterial_3.JPG,Other_Images,corn(maize),3,99.02201080322266
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_bacterial_4.JPG,Other_Images,peach,5,99.65521240234375
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_bacterial_5.JPG,Other_Images,peach,5,99.99993133544922
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_bacterial_6.JPG,Other_Images,peach,5,99.77526092529297
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_bacterial_7.JPG,Other_Images,peach,5,99.92289733886719
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_bacterial_8.JPG,Other_Images,peach,5,96.6128921508789
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_healthy_1.JPG,Other_Images,peach,5,99.98420715332031
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_healthy_2.JPG,Other_Images,peach,5,99.99728393554688
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_healthy_3.JPG,Other_Images,peach,5,99.99557495117188
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_healthy_4.JPG,Other_Images,peach,5,99.9947280883789
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_healthy_5.JPG,Other_Images,peach,5,99.99811553955078
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/peach_healthy_6.JPG,Other_Images,peach,5,99.92632293701172
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_bacterialspot_1.JPG,Other_Images,tomato,8,99.82019805908203
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_bacterialspot_2.JPG,Other_Images,tomato,8,99.97637939453125
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_earlyblight1.JPG,Other_Images,tomato,8,99.92485809326172
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_earlyblight2.JPG,Other_Images,grape,4,63.458038330078125
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_healthy_1.JPG,Other_Images,tomato,8,99.99998474121094
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_healthy_2.JPG,Other_Images,tomato,8,99.99995422363281
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_lateblight_1.JPG,Other_Images,tomato,8,99.88723754882812
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_lateblight_2.JPG,Other_Images,tomato,8,85.06402587890625
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_septorialeafspot_1.JPG,Other_Images,tomato,8,99.91014862060547
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_septorialeafspot_2.JPG,Other_Images,tomato,8,99.83023071289062
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_yellowleafcurlvirus_1.JPG,Other_Images,tomato,8,100.0
6.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_yellowleafcurlvirus_2.JPG,Other_Images,tomato,8,100.0
