model,filepath,actual,predicted,predicted_index,confidence_percent
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_bacterialspot_2.JPG,Other_Images,tomato,8,97.66047668457031
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_earlyblight1.JPG,Other_Images,tomato,8,95.53687286376953
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_earlyblight2.JPG,Other_Images,grape,4,94.10759735107422
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_healthy_1.JPG,Other_Images,tomato,8,99.81612396240234
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_healthy_2.JPG,Other_Images,tomato,8,99.98121643066406
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_lateblight_1.JPG,Other_Images,tomato,8,89.38452911376953
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_lateblight_2.JPG,Other_Images,tomato,8,93.24667358398438
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_septorialeafspot_1.JPG,Other_Images,tomato,8,97.89280700683594
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_septorialeafspot_2.JPG,Other_Images,tomato,8,98.2479248046875
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_yellowleafcurlvirus_1.JPG,Other_Images,tomato,8,99.9999771118164
5.keras,/home/amit/code_only/code/new/all_data/data/Test/Other_Images/tomato_yellowleafcurlvirus_2.JPG,Other_Images,tomato,8,77.23834228515625
